vacancy_name,gender,age,city,skills,experience,last_job,resume_url
Data Scientist,Женщина,31,Москва,"Python,Pattern Mining,Big Data,Data Analysis,Jupiter,MS Excel,SPSS,Stata,Математическое моделирование,Машинное обучение,Анализ социальных сетей,Рекомендательные системы,Статистический анализ,Аналитические исследования,Английский язык,Проведение презентаций,MATLAB,EViews,Анализ рынка,Data Mining,Регрессионный анализ,Анализ данных,SWOT анализ,SQL","Опыт работы ,8, ,лет, ,6, ,месяцев","Протек, Центр Внедрения",https://hh.ru/resume/ce5d343b0007b0fdf10039ed1f416e67495972?hhtmFrom=resume_search_result&query=Data
Data Scientist,Мужчина,25,Москва,"Python,C,SQL,Scikit-learn,Numpy,Scipy,Pandas,Matplotlib,Statsmodels,Pytorch,TensorFlow,Linux,Bash,Git,Unix Shell Scripts,A/B тесты","Опыт работы ,2, ,года, ,10, ,месяцев","Московский государственный технический университет ""МАМИ"", Москва",https://hh.ru/resume/8e04a0ba00079f031f0039ed1f467774773537?hhtmFrom=resume_search_result&query=Data
Junior Data Scientist,Мужчина,42,Москва,"Python,Pandas,Git,Знание алгоритмов и структур данных,Умение работать в команде,Linux,Статистический анализ,Анализ данных,SQL,Kaggle,Maths,Lenear algebra,Mathematical Statistics","Опыт работы ,17, ,лет, ,7, ,месяцев",,https://hh.ru/resume/f0426c9700073fc5bb0039ed1f7368755a7a74?hhtmFrom=resume_search_result&query=Data
Data Analyst,Мужчина,28,Москва,"Python,SQL,Jupiter,MS Excel,Бизнес-анализ,machine learning,ML,A/B тесты,Аналитические исследования,Анализ рынка,Математический анализ,Прогнозирование,Проверка гипотез,Кластерный анализ,Критическое мышление,Когортный анализ,Корреляция,Анализ затрат,Анализ данных,Статистический анализ,Приоритизация","Опыт работы ,6, ,лет, ,8, ,месяцев",РОСБАНК,https://hh.ru/resume/086595d6000715159a0039ed1f4e39576a6456?hhtmFrom=resume_search_result&query=Data
Data Scientist,Мужчина,29,Челябинск,"Контроль качества,Контроль исполнения  решений,Администрирование,Настройка серверов,Закупка оргтехники и оборудования,Machine learning,машинное обучение,Python,Автоматизация технологических процессов,SciPy,Scikit-learn,Pandas,Matplot,IBM SPSS","Опыт работы ,10, ,лет, ,7, ,месяцев",Федеральная сетевая компания ЕЭС (ОАО ФСК ЕЭС),https://hh.ru/resume/a1ea66150002baf3350039ed1f32417844356b?hhtmFrom=resume_search_result&query=Data
Data scientist,Мужчина,24,Москва,"Математический анализ,Статистика,Python,Машинное обучение,Data Science,Machine Learning","Опыт работы ,1, ,год","Московский государственный технический университет радиотехники, электроники и автоматики, Москва",https://hh.ru/resume/9a93ee7500077eeae00039ed1f49614775646c?hhtmFrom=resume_search_result&query=Data
Data Analyst,Мужчина,24,Москва,"Data Mining,Анализ данных,Data Analysis,Английский язык,Vkontakte Api,R","Опыт работы ,1, ,год, ,10, ,месяцев",Национальный исследовательский университет «Высшая школа экономики»,https://hh.ru/resume/463afb5100066786100039ed1f4d314c62396d?hhtmFrom=resume_search_result&query=Data
Data Scientist / Data engeneer / Data analyst,Мужчина,37,Москва,"Python,Numpy,Pandas,Mathplotlib,C#,Git,ООП,MS Visual Studio,Kaggle,OLS,Линейная алгебра,Jupiter,Anaconda,PCA,Градиентный спуск,Антиспам фильтры,Алгоритм Байеса","Опыт работы ,12, ,лет, ,9, ,месяцев","Государственный университет управления, Москва",https://hh.ru/resume/7493dbbf000792d6a60039ed1f37694433326b?hhtmFrom=resume_search_result&query=Data
Data Scientist (Junior),Женщина,31,Москва,"Python,MySQL,Git,Linux,Numpy,Pandas,Scikit-learn","Опыт работы ,2, ,года, ,5, ,месяцев","Московский государственный технический университет им. Н.Э. Баумана, Москва",https://hh.ru/resume/a209e853000656114e0039ed1f49676d31386a?hhtmFrom=resume_search_result&query=Data
Junior Data Scientist / ML,Мужчина,22,Москва,"Python,SQL,Machine Learning,Scikit-learn,Git,Java,Numpy,Pandas,Matplotlib,Keras,Tensorflow","Опыт работы ,6, ,месяцев",,https://hh.ru/resume/fc8d2cc60007844c110039ed1f5467324f4571?hhtmFrom=resume_search_result&query=Data
"Data scientist, Аналитик данных",Мужчина,24,Екатеринбург,"Python,Oracle Pl/SQL,ETL,Статистический анализ,Анализ данных,SAS Data Integration,SAS Management Console,SAS Enterprise Guide,SVN,Git,C++,MATLAB,UML,Jira,Machine learning","Опыт работы ,2, ,года, ,7, ,месяцев","СКБ-Банк, ОАО",https://hh.ru/resume/dea97f2300073c25670039ed1f6c38786c5370?hhtmFrom=resume_search_result&query=Data
junior data scientist,Мужчина,22,Москва,"Python,SQL,Английский язык,Пользователь ПК,Работа в команде,hadoop,MS PowerPoint,Математическая статистика,Математический анализ,линейная алгебра,Data Analysis,machine learning,Big Data","Опыт работы ,5, ,месяцев",ИНЖИНИРИНГОВАЯ КОМПАНИЯ «АСЭ»,https://hh.ru/resume/86cd165a00076d6f1b0039ed1f6b7148694f70?hhtmFrom=resume_search_result&query=Data
Data Scientist,Женщина,27,Москва,"Python,SQL,Математическая статистика,Машинное обучение,Git,Latex",Ключевые навыки,"Московский физико-технический институт (Государственный университет), Москва",https://hh.ru/resume/d02cc9270007756b280039ed1f364148617642?hhtmFrom=resume_search_result&query=Data
"Data Engineer, Python Developer",Мужчина,34,Москва,"Python,Hadoop,Pyspark,C#,SQL,Hive,Linux,JDBC,HDFS,Airflow,star schema,snowflake schema,Spark SQL,Spark,PostgreSQL,VBA,Helpdesk,MS Access,Ubuntu,AutoCAD,Работа с базами данных,Автоматизация,Базы данных,Разработка технических заданий,Arduino,CIMCO,Управление проектами,Управление командой,Анализ данных,Постановка задач разработчикам","Опыт работы ,9, ,лет, ,11, ,месяцев",Билайн,https://hh.ru/resume/a8e333810007c1dacf0039ed1f6e7841574b35?hhtmFrom=resume_search_result&query=Data
Data Scientist / Аналитик,Мужчина,24,Москва,"Python,Pytorch,Машинное обучение,Анализ данных,scikit-learn,SQL,Octave,MS Excel,Data Mining,MS PowerPoint,Linux,Bash,Tableau",Ключевые навыки,"Ogarev Mordovia State University (National Research University), Saransk",https://hh.ru/resume/72b7926d000769f0510039ed1f37747751356d?hhtmFrom=resume_search_result&query=Data
Data Scientist,Мужчина,22,Москва,"HTML,CSS,ASP.NET,Angular 7,TypeScript,Python,Flask,Pandas,Numpy,Scikit-learn,Git","Опыт работы ,1, ,год, ,5, ,месяцев",,https://hh.ru/resume/9dae1aff000567f9970039ed1f7633326e7672?hhtmFrom=resume_search_result&query=Data
Data Scientist / Аналитик Данных / Data Analyst,Мужчина,23,Москва,"Стрессоустойчивость,Терпение,Вовлеченность,Усердие,MS Word,MS Excel,MS PowerPoint,Adobe Photoshop,Лидерство,Анализ,Продажи,Python,SQL,PostgreSQL,Digital Marketing,Data Analysis,Sales Skills,Веб-аналитика,NoSQL,Pandas,Numpy,Google Data Studio","Опыт работы ,1, ,год, ,3, ,месяца","Финансовый университет при Правительстве Российской Федерации, Москва",https://hh.ru/resume/aba7a6cb0001e681860039ed1f51715645794a?hhtmFrom=resume_search_result&query=Data
Data scientist (intern or junior),Мужчина,34,Москва,"Digital Marketing,Управление продажами,Бизнес-планирование,Big Data,Data Analysis,Управление проектами,Автоматизация процессов управления персоналом,Internet Marketing,Управление командой,Развитие продаж,Стратегический менеджмент,Стратегический маркетинг,Маркетинговое планирование,Математическая статистика,Стратегическое мышление","Опыт работы ,13, ,лет, ,11, ,месяцев",,https://hh.ru/resume/62ec904200077f1f620039ed1f6b556e725548?hhtmFrom=resume_search_result&query=Data
Junior Data Scientist\ analytics,Мужчина,30,Москва,"Google Docs,MS Excel,MS Word,Python,MySQL,Git,Linux,Numpy,Pandas,Matplotlib,Sklearn,Математический анализ","Опыт работы ,4, ,года, ,1, ,месяц",Сбербанк,https://hh.ru/resume/e535e1a000061b60180039ed1f4d7836325656?hhtmFrom=resume_search_result&query=Data
Junior python Data Science,Мужчина,22,Москва,"Python,Работа с базами данных,Умение расставлять приоритеты,Работа с большим объемом информации,Консультирование,Работа в команде,MS Outlook,Работоспособность","Опыт работы ,1, ,год",Тинькофф Банк,https://hh.ru/resume/e9414e34000753556b0039ed1f6c5344426f38?hhtmFrom=resume_search_result&query=Data
Marketing / Analytics / Spanish,Female,27,Moscow,"Испанский язык,marketing,commercial correspondence,Corporate Communications,Market Research,Event Management,quant,qualitative research,quantitative research,Marketing Communication,Brand Management,SMM,economics,international trade and relations,Data Analysis,Analytical skills,Анализ рынка,Data Mining,Маркетинговые исследования,qualtrics,MS Excel","Work experience ,4, ,years, ,3, ,months",TBWA,https://hh.ru/resume/67cf4d620002d5851d0039ed1f5a73574c5636?hhtmFrom=resume_search_result&query=Data
